"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"gujarat giants","1K+","27 October 2024 at 21:30:00 UTC+5:30","27 October 2024 at 22:40:00 UTC+5:30","gujarat giants","https://trends.google.com/trends/explore?q=gujarat%20giants&geo=IN&hl=en-GB"
"trends","2K+","23 October 2024 at 16:10:00 UTC+5:30","24 October 2024 at 01:10:00 UTC+5:30","trends","https://trends.google.com/trends/explore?q=trends&geo=IN&hl=en-GB"
"tom holland christopher nolan movie","2K+","23 October 2024 at 19:10:00 UTC+5:30","24 October 2024 at 06:20:00 UTC+5:30","tom holland christopher nolan movie,tom holland christopher nolan,christopher nolan","https://trends.google.com/trends/explore?q=tom%20holland%20christopher%20nolan%20movie&geo=IN&hl=en-GB"
"johan cruyff","200+","29 October 2024 at 02:30:00 UTC+5:30","29 October 2024 at 03:40:00 UTC+5:30","johan cruyff","https://trends.google.com/trends/explore?q=johan%20cruyff&geo=IN&hl=en-GB"
"ucl table","2K+","24 October 2024 at 01:20:00 UTC+5:30","24 October 2024 at 08:30:00 UTC+5:30","ucl table,champions league table","https://trends.google.com/trends/explore?q=ucl%20table&geo=IN&hl=en-GB"
"xavi","1K+","28 October 2024 at 17:50:00 UTC+5:30","28 October 2024 at 19:40:00 UTC+5:30","xavi,xavi hernandez","https://trends.google.com/trends/explore?q=xavi&geo=IN&hl=en-GB"
"lamine yamal","1K+","24 October 2024 at 00:10:00 UTC+5:30","24 October 2024 at 04:40:00 UTC+5:30","lamine yamal","https://trends.google.com/trends/explore?q=lamine%20yamal&geo=IN&hl=en-GB"
"beckenbauer","200+","29 October 2024 at 01:40:00 UTC+5:30","29 October 2024 at 02:50:00 UTC+5:30","beckenbauer","https://trends.google.com/trends/explore?q=beckenbauer&geo=IN&hl=en-GB"
"stream east","1K+","27 October 2024 at 00:30:00 UTC+5:30","27 October 2024 at 02:50:00 UTC+5:30","stream east","https://trends.google.com/trends/explore?q=stream%20east&geo=IN&hl=en-GB"
"घी","1K+","26 October 2024 at 11:10:00 UTC+5:30","27 October 2024 at 07:50:00 UTC+5:30","घी,amul ghee,amul","https://trends.google.com/trends/explore?q=%E0%A4%98%E0%A5%80&geo=IN&hl=en-GB"
"gseb","2K+","26 October 2024 at 07:50:00 UTC+5:30","26 October 2024 at 10:20:00 UTC+5:30","gseb,gseb. org","https://trends.google.com/trends/explore?q=gseb&geo=IN&hl=en-GB"
"waqf board","1K+","29 October 2024 at 21:40:00 UTC+5:30","30 October 2024 at 09:00:00 UTC+5:30","waqf board,kalyan day","https://trends.google.com/trends/explore?q=waqf%20board&geo=IN&hl=en-GB"
"bangalore school holiday 24 october","2K+","24 October 2024 at 03:40:00 UTC+5:30","24 October 2024 at 09:00:00 UTC+5:30","bangalore school holiday 24 october,bangalore news today,is tomorrow holiday in bangalore,bangalore school holiday,weather bengaluru,city","https://trends.google.com/trends/explore?q=bangalore%20school%20holiday%2024%20october&geo=IN&hl=en-GB"
"lebanon","1K+","24 October 2024 at 23:50:00 UTC+5:30","25 October 2024 at 03:50:00 UTC+5:30","lebanon","https://trends.google.com/trends/explore?q=lebanon&geo=IN&hl=en-GB"
"matheus nunes","1K+","24 October 2024 at 01:20:00 UTC+5:30","24 October 2024 at 09:10:00 UTC+5:30","matheus nunes","https://trends.google.com/trends/explore?q=matheus%20nunes&geo=IN&hl=en-GB"
"adani power share","1K+","29 October 2024 at 09:40:00 UTC+5:30","29 October 2024 at 10:40:00 UTC+5:30","adani power share,ncd","https://trends.google.com/trends/explore?q=adani%20power%20share&geo=IN&hl=en-GB"
"sona blw share price","2K+","24 October 2024 at 09:20:00 UTC+5:30","24 October 2024 at 16:00:00 UTC+5:30","sona blw share price,escorts share price,sona blw share,11","https://trends.google.com/trends/explore?q=sona%20blw%20share%20price&geo=IN&hl=en-GB"
"hindustan unilever share price","2K+","24 October 2024 at 09:40:00 UTC+5:30","24 October 2024 at 14:10:00 UTC+5:30","hindustan unilever share price,hindustan unilever,hul","https://trends.google.com/trends/explore?q=hindustan%20unilever%20share%20price&geo=IN&hl=en-GB"
"pau cubarsí","1K+","23 October 2024 at 23:50:00 UTC+5:30","24 October 2024 at 07:20:00 UTC+5:30","pau cubarsí","https://trends.google.com/trends/explore?q=pau%20cubars%C3%AD&geo=IN&hl=en-GB"
"bhutan","500+","27 October 2024 at 17:10:00 UTC+5:30","27 October 2024 at 20:20:00 UTC+5:30","bhutan","https://trends.google.com/trends/explore?q=bhutan&geo=IN&hl=en-GB"
"जशपुर","200+","28 October 2024 at 02:40:00 UTC+5:30","28 October 2024 at 09:10:00 UTC+5:30","जशपुर","https://trends.google.com/trends/explore?q=%E0%A4%9C%E0%A4%B6%E0%A4%AA%E0%A5%81%E0%A4%B0&geo=IN&hl=en-GB"
"mavericks vs spurs","1K+","25 October 2024 at 06:10:00 UTC+5:30","25 October 2024 at 10:00:00 UTC+5:30","mavericks vs spurs,klay thompson","https://trends.google.com/trends/explore?q=mavericks%20vs%20spurs&geo=IN&hl=en-GB"
"gam vs zim","1K+","23 October 2024 at 19:00:00 UTC+5:30","24 October 2024 at 10:10:00 UTC+5:30","gam vs zim","https://trends.google.com/trends/explore?q=gam%20vs%20zim&geo=IN&hl=en-GB"
"school education","1K+","28 October 2024 at 11:50:00 UTC+5:30","28 October 2024 at 14:30:00 UTC+5:30","school education","https://trends.google.com/trends/explore?q=school%20education&geo=IN&hl=en-GB"
"man u","1K+","25 October 2024 at 00:30:00 UTC+5:30","25 October 2024 at 08:10:00 UTC+5:30","man u","https://trends.google.com/trends/explore?q=man%20u&geo=IN&hl=en-GB"
"etihad arena","500+","26 October 2024 at 23:40:00 UTC+5:30","27 October 2024 at 03:30:00 UTC+5:30","etihad arena","https://trends.google.com/trends/explore?q=etihad%20arena&geo=IN&hl=en-GB"
"piotr zieliński","500+","27 October 2024 at 23:10:00 UTC+5:30","28 October 2024 at 02:10:00 UTC+5:30","piotr zieliński","https://trends.google.com/trends/explore?q=piotr%20zieli%C5%84ski&geo=IN&hl=en-GB"
"psv vs pec zwolle","1K+","26 October 2024 at 22:10:00 UTC+5:30","27 October 2024 at 01:20:00 UTC+5:30","psv vs pec zwolle","https://trends.google.com/trends/explore?q=psv%20vs%20pec%20zwolle&geo=IN&hl=en-GB"
"shikhar dhawan","2K+","25 October 2024 at 20:50:00 UTC+5:30","25 October 2024 at 23:10:00 UTC+5:30","shikhar dhawan","https://trends.google.com/trends/explore?q=shikhar%20dhawan&geo=IN&hl=en-GB"
"athletic bilbao","200+","29 October 2024 at 02:10:00 UTC+5:30","29 October 2024 at 04:20:00 UTC+5:30","athletic bilbao,mallorca fc","https://trends.google.com/trends/explore?q=athletic%20bilbao&geo=IN&hl=en-GB"
"ajay devgn","1K+","27 October 2024 at 21:50:00 UTC+5:30","28 October 2024 at 03:50:00 UTC+5:30","ajay devgn,singham","https://trends.google.com/trends/explore?q=ajay%20devgn&geo=IN&hl=en-GB"
"ey","2K+","23 October 2024 at 19:20:00 UTC+5:30","25 October 2024 at 01:30:00 UTC+5:30","ey","https://trends.google.com/trends/explore?q=ey&geo=IN&hl=en-GB"
"swiggy instamart","1K+","27 October 2024 at 12:30:00 UTC+5:30","27 October 2024 at 18:20:00 UTC+5:30","swiggy instamart","https://trends.google.com/trends/explore?q=swiggy%20instamart&geo=IN&hl=en-GB"
"singham again","2K+","27 October 2024 at 22:20:00 UTC+5:30","27 October 2024 at 23:20:00 UTC+5:30","singham again","https://trends.google.com/trends/explore?q=singham%20again&geo=IN&hl=en-GB"
"eduardo camavinga","500+","27 October 2024 at 00:00:00 UTC+5:30","27 October 2024 at 03:40:00 UTC+5:30","eduardo camavinga","https://trends.google.com/trends/explore?q=eduardo%20camavinga&geo=IN&hl=en-GB"
"x empire token price","2K+","24 October 2024 at 17:10:00 UTC+5:30","24 October 2024 at 20:30:00 UTC+5:30","x empire token price,xempire token price","https://trends.google.com/trends/explore?q=x%20empire%20token%20price&geo=IN&hl=en-GB"
"new mia khalifa news","1K+","28 October 2024 at 11:20:00 UTC+5:30","28 October 2024 at 12:40:00 UTC+5:30","new mia khalifa news","https://trends.google.com/trends/explore?q=new%20mia%20khalifa%20news&geo=IN&hl=en-GB"
"maddock","1K+","26 October 2024 at 22:20:00 UTC+5:30","27 October 2024 at 02:40:00 UTC+5:30","maddock","https://trends.google.com/trends/explore?q=maddock&geo=IN&hl=en-GB"
"spark","500+","29 October 2024 at 10:50:00 UTC+5:30","29 October 2024 at 11:40:00 UTC+5:30","spark","https://trends.google.com/trends/explore?q=spark&geo=IN&hl=en-GB"
"hindalco share price","2K+","24 October 2024 at 09:20:00 UTC+5:30","24 October 2024 at 13:00:00 UTC+5:30","hindalco share price,hindalco,hindalco news,hindalco share","https://trends.google.com/trends/explore?q=hindalco%20share%20price&geo=IN&hl=en-GB"
"kishkindha kandam ott","200+","29 October 2024 at 00:30:00 UTC+5:30","29 October 2024 at 02:40:00 UTC+5:30","kishkindha kandam ott","https://trends.google.com/trends/explore?q=kishkindha%20kandam%20ott&geo=IN&hl=en-GB"
"manish malhotra","2K+","25 October 2024 at 18:10:00 UTC+5:30","25 October 2024 at 21:00:00 UTC+5:30","manish malhotra,janhvi kapoor","https://trends.google.com/trends/explore?q=manish%20malhotra&geo=IN&hl=en-GB"
"shrutika arjun","500+","28 October 2024 at 23:10:00 UTC+5:30","29 October 2024 at 00:10:00 UTC+5:30","shrutika arjun","https://trends.google.com/trends/explore?q=shrutika%20arjun&geo=IN&hl=en-GB"
"tamil thalaivas vs puneri paltan","5K+","23 October 2024 at 20:00:00 UTC+5:30","24 October 2024 at 06:30:00 UTC+5:30","tamil thalaivas vs puneri paltan,today pkl match,pro kabaddi today match,puneri paltan vs tamil thalaivas 2024,today pro kabaddi match,pro kabaddi 2024 schedule,tamil thalaivas match","https://trends.google.com/trends/explore?q=tamil%20thalaivas%20vs%20puneri%20paltan&geo=IN&hl=en-GB"
"galatasaray vs if elfsborg","2K+","23 October 2024 at 19:10:00 UTC+5:30","23 October 2024 at 23:00:00 UTC+5:30","galatasaray vs if elfsborg","https://trends.google.com/trends/explore?q=galatasaray%20vs%20if%20elfsborg&geo=IN&hl=en-GB"
"michael olise","2K+","23 October 2024 at 23:30:00 UTC+5:30","24 October 2024 at 03:10:00 UTC+5:30","michael olise","https://trends.google.com/trends/explore?q=michael%20olise&geo=IN&hl=en-GB"
"juninho","1K+","24 October 2024 at 01:20:00 UTC+5:30","24 October 2024 at 09:00:00 UTC+5:30","juninho","https://trends.google.com/trends/explore?q=juninho&geo=IN&hl=en-GB"
"सुनीता विलियम्स","1K+","25 October 2024 at 20:50:00 UTC+5:30","26 October 2024 at 14:00:00 UTC+5:30","सुनीता विलियम्स","https://trends.google.com/trends/explore?q=%E0%A4%B8%E0%A5%81%E0%A4%A8%E0%A5%80%E0%A4%A4%E0%A4%BE%20%E0%A4%B5%E0%A4%BF%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%AE%E0%A5%8D%E0%A4%B8&geo=IN&hl=en-GB"
"kerala university","200+","29 October 2024 at 18:20:00 UTC+5:30","29 October 2024 at 19:20:00 UTC+5:30","kerala university","https://trends.google.com/trends/explore?q=kerala%20university&geo=IN&hl=en-GB"
"germany vs australia","500+","28 October 2024 at 22:20:00 UTC+5:30","29 October 2024 at 06:10:00 UTC+5:30","germany vs australia","https://trends.google.com/trends/explore?q=germany%20vs%20australia&geo=IN&hl=en-GB"
"november","1K+","26 October 2024 at 08:40:00 UTC+5:30","26 October 2024 at 13:10:00 UTC+5:30","november","https://trends.google.com/trends/explore?q=november&geo=IN&hl=en-GB"
"dr reddy","500+","28 October 2024 at 09:20:00 UTC+5:30","28 October 2024 at 11:10:00 UTC+5:30","dr reddy","https://trends.google.com/trends/explore?q=dr%20reddy&geo=IN&hl=en-GB"
"aurélien tchouaméni","500+","27 October 2024 at 00:00:00 UTC+5:30","27 October 2024 at 03:30:00 UTC+5:30","aurélien tchouaméni","https://trends.google.com/trends/explore?q=aur%C3%A9lien%20tchouam%C3%A9ni&geo=IN&hl=en-GB"
"canara bank share","500+","28 October 2024 at 14:30:00 UTC+5:30","28 October 2024 at 16:20:00 UTC+5:30","canara bank share","https://trends.google.com/trends/explore?q=canara%20bank%20share&geo=IN&hl=en-GB"
"rec share price","500+","29 October 2024 at 15:00:00 UTC+5:30","29 October 2024 at 15:40:00 UTC+5:30","rec share price","https://trends.google.com/trends/explore?q=rec%20share%20price&geo=IN&hl=en-GB"
"koora","1K+","27 October 2024 at 00:30:00 UTC+5:30","27 October 2024 at 02:20:00 UTC+5:30","koora","https://trends.google.com/trends/explore?q=koora&geo=IN&hl=en-GB"
"sportstar","1K+","27 October 2024 at 00:30:00 UTC+5:30","27 October 2024 at 02:30:00 UTC+5:30","sportstar","https://trends.google.com/trends/explore?q=sportstar&geo=IN&hl=en-GB"
"tmc सांसद कल्याण बनर्जी","1K+","24 October 2024 at 02:30:00 UTC+5:30","24 October 2024 at 10:50:00 UTC+5:30","tmc सांसद कल्याण बनर्जी","https://trends.google.com/trends/explore?q=tmc%20%E0%A4%B8%E0%A4%BE%E0%A4%82%E0%A4%B8%E0%A4%A6%20%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%A3%20%E0%A4%AC%E0%A4%A8%E0%A4%B0%E0%A5%8D%E0%A4%9C%E0%A5%80&geo=IN&hl=en-GB"
"tom holland","2K+","26 October 2024 at 01:00:00 UTC+5:30","27 October 2024 at 04:20:00 UTC+5:30","tom holland,spider man 4,spider man 4 tom holland,avengers,spider man","https://trends.google.com/trends/explore?q=tom%20holland&geo=IN&hl=en-GB"
"horror movies","100+","30 October 2024 at 02:00:00 UTC+5:30","30 October 2024 at 02:40:00 UTC+5:30","horror movies","https://trends.google.com/trends/explore?q=horror%20movies&geo=IN&hl=en-GB"
"indian bank share price","500+","28 October 2024 at 09:40:00 UTC+5:30","28 October 2024 at 15:40:00 UTC+5:30","indian bank share price","https://trends.google.com/trends/explore?q=indian%20bank%20share%20price&geo=IN&hl=en-GB"
"weather update","2K+","24 October 2024 at 05:00:00 UTC+5:30","24 October 2024 at 09:30:00 UTC+5:30","weather update,weather ranchi,ranchi weather,25 अक्टूबर का मौसम कैसा रहेगा,dana cyclone update today live hindi,आज शाम का मौसम,puri weather,bihar","https://trends.google.com/trends/explore?q=weather%20update&geo=IN&hl=en-GB"
"richard white","1K+","25 October 2024 at 00:50:00 UTC+5:30","25 October 2024 at 04:30:00 UTC+5:30","richard white","https://trends.google.com/trends/explore?q=richard%20white&geo=IN&hl=en-GB"
"school education","1K+","26 October 2024 at 09:50:00 UTC+5:30","26 October 2024 at 12:30:00 UTC+5:30","school education","https://trends.google.com/trends/explore?q=school%20education&geo=IN&hl=en-GB"
"menendez brothers","1K+","25 October 2024 at 06:10:00 UTC+5:30","25 October 2024 at 10:00:00 UTC+5:30","menendez brothers","https://trends.google.com/trends/explore?q=menendez%20brothers&geo=IN&hl=en-GB"
"satish sail","1K+","26 October 2024 at 16:30:00 UTC+5:30","26 October 2024 at 20:00:00 UTC+5:30","satish sail","https://trends.google.com/trends/explore?q=satish%20sail&geo=IN&hl=en-GB"
"ahoi ashtami vrat","2K+","24 October 2024 at 04:40:00 UTC+5:30","24 October 2024 at 16:50:00 UTC+5:30","ahoi ashtami vrat,ahoi ashtami 2024,ahoi","https://trends.google.com/trends/explore?q=ahoi%20ashtami%20vrat&geo=IN&hl=en-GB"
"bharath","500+","27 October 2024 at 20:20:00 UTC+5:30","27 October 2024 at 22:20:00 UTC+5:30","bharath","https://trends.google.com/trends/explore?q=bharath&geo=IN&hl=en-GB"
"jaya bachchan","2K+","23 October 2024 at 16:40:00 UTC+5:30","24 October 2024 at 01:00:00 UTC+5:30","jaya bachchan,indira bhaduri,aishwarya","https://trends.google.com/trends/explore?q=jaya%20bachchan&geo=IN&hl=en-GB"
"coronavirus","100+","30 October 2024 at 04:50:00 UTC+5:30","30 October 2024 at 05:50:00 UTC+5:30","coronavirus","https://trends.google.com/trends/explore?q=coronavirus&geo=IN&hl=en-GB"
"uefa","1K+","24 October 2024 at 00:30:00 UTC+5:30","24 October 2024 at 07:50:00 UTC+5:30","uefa","https://trends.google.com/trends/explore?q=uefa&geo=IN&hl=en-GB"
"twente vs lazio","1K+","25 October 2024 at 00:20:00 UTC+5:30","25 October 2024 at 08:40:00 UTC+5:30","twente vs lazio","https://trends.google.com/trends/explore?q=twente%20vs%20lazio&geo=IN&hl=en-GB"
"शुबमन गिल","1K+","24 October 2024 at 16:10:00 UTC+5:30","25 October 2024 at 11:30:00 UTC+5:30","शुबमन गिल","https://trends.google.com/trends/explore?q=%E0%A4%B6%E0%A5%81%E0%A4%AC%E0%A4%AE%E0%A4%A8%20%E0%A4%97%E0%A4%BF%E0%A4%B2&geo=IN&hl=en-GB"
"ddu","1K+","26 October 2024 at 11:30:00 UTC+5:30","26 October 2024 at 14:40:00 UTC+5:30","ddu","https://trends.google.com/trends/explore?q=ddu&geo=IN&hl=en-GB"
"la galaxy vs colorado","1K+","27 October 2024 at 09:00:00 UTC+5:30","27 October 2024 at 12:30:00 UTC+5:30","la galaxy vs colorado","https://trends.google.com/trends/explore?q=la%20galaxy%20vs%20colorado&geo=IN&hl=en-GB"
"bigg boss tamil season 8 voting today","1K+","28 October 2024 at 22:40:00 UTC+5:30","28 October 2024 at 23:50:00 UTC+5:30","bigg boss tamil season 8 voting today,bigg boss tamil season 8 elimination,bigg boss vote tamil,bigg boss elimination tamil","https://trends.google.com/trends/explore?q=bigg%20boss%20tamil%20season%208%20voting%20today&geo=IN&hl=en-GB"
"lerone murphy","1K+","27 October 2024 at 00:00:00 UTC+5:30","27 October 2024 at 01:50:00 UTC+5:30","lerone murphy,dan ige","https://trends.google.com/trends/explore?q=lerone%20murphy&geo=IN&hl=en-GB"
"lens vs losc","500+","27 October 2024 at 00:10:00 UTC+5:30","27 October 2024 at 04:00:00 UTC+5:30","lens vs losc","https://trends.google.com/trends/explore?q=lens%20vs%20losc&geo=IN&hl=en-GB"
"sonu nigam","1K+","25 October 2024 at 22:10:00 UTC+5:30","26 October 2024 at 03:20:00 UTC+5:30","sonu nigam","https://trends.google.com/trends/explore?q=sonu%20nigam&geo=IN&hl=en-GB"
"एक्स","1K+","24 October 2024 at 03:10:00 UTC+5:30","24 October 2024 at 07:00:00 UTC+5:30","एक्स","https://trends.google.com/trends/explore?q=%E0%A4%8F%E0%A4%95%E0%A5%8D%E0%A4%B8&geo=IN&hl=en-GB"
"socrates award","200+","29 October 2024 at 02:20:00 UTC+5:30","29 October 2024 at 03:30:00 UTC+5:30","socrates award","https://trends.google.com/trends/explore?q=socrates%20award&geo=IN&hl=en-GB"
"parma vs empoli","500+","27 October 2024 at 16:50:00 UTC+5:30","27 October 2024 at 19:00:00 UTC+5:30","parma vs empoli","https://trends.google.com/trends/explore?q=parma%20vs%20empoli&geo=IN&hl=en-GB"
"ben shelton","1K+","27 October 2024 at 20:30:00 UTC+5:30","27 October 2024 at 22:40:00 UTC+5:30","ben shelton,holger rune","https://trends.google.com/trends/explore?q=ben%20shelton&geo=IN&hl=en-GB"
"us election 2024 date","1K+","25 October 2024 at 10:00:00 UTC+5:30","26 October 2024 at 03:10:00 UTC+5:30","us election 2024 date","https://trends.google.com/trends/explore?q=us%20election%202024%20date&geo=IN&hl=en-GB"
"maharashtra cricket association stadium","2K+","24 October 2024 at 06:30:00 UTC+5:30","24 October 2024 at 10:50:00 UTC+5:30","maharashtra cricket association stadium,pune cricket stadium","https://trends.google.com/trends/explore?q=maharashtra%20cricket%20association%20stadium&geo=IN&hl=en-GB"
"georgia adams","500+","28 October 2024 at 12:20:00 UTC+5:30","28 October 2024 at 15:10:00 UTC+5:30","georgia adams","https://trends.google.com/trends/explore?q=georgia%20adams&geo=IN&hl=en-GB"
"trends","500+","27 October 2024 at 17:10:00 UTC+5:30","28 October 2024 at 06:40:00 UTC+5:30","trends","https://trends.google.com/trends/explore?q=trends&geo=IN&hl=en-GB"
"reliance power preferential shares","1K+","25 October 2024 at 22:00:00 UTC+5:30","26 October 2024 at 00:20:00 UTC+5:30","reliance power preferential shares","https://trends.google.com/trends/explore?q=reliance%20power%20preferential%20shares&geo=IN&hl=en-GB"
"u mumba","2K+","23 October 2024 at 21:10:00 UTC+5:30","23 October 2024 at 22:50:00 UTC+5:30","u mumba,gujarat giants","https://trends.google.com/trends/explore?q=u%20mumba&geo=IN&hl=en-GB"
"star","1K+","24 October 2024 at 17:30:00 UTC+5:30","24 October 2024 at 21:40:00 UTC+5:30","star","https://trends.google.com/trends/explore?q=star&geo=IN&hl=en-GB"
"titans vs western province","1K+","25 October 2024 at 22:10:00 UTC+5:30","26 October 2024 at 01:50:00 UTC+5:30","titans vs western province","https://trends.google.com/trends/explore?q=titans%20vs%20western%20province&geo=IN&hl=en-GB"
"रविन्द्र जडेजा","1K+","26 October 2024 at 14:40:00 UTC+5:30","26 October 2024 at 17:50:00 UTC+5:30","रविन्द्र जडेजा","https://trends.google.com/trends/explore?q=%E0%A4%B0%E0%A4%B5%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0%20%E0%A4%9C%E0%A4%A1%E0%A5%87%E0%A4%9C%E0%A4%BE&geo=IN&hl=en-GB"
